         93343836 function calls (90825421 primitive calls) in 46.056 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   166325    0.014    0.000    0.014    0.000 {method 'items' of 'dict' objects}
    92293    0.014    0.000    0.014    0.000 managers.py:222(items)
    71190    0.014    0.000    0.014    0.000 dict.py:106(__getitem__)
       64    0.013    0.000    0.014    0.000 algorithms.py:1551(diff)
    61647    0.012    0.000    0.014    0.000 construction.py:687(_maybe_repeat)
     4800    0.004    0.000    0.014    0.000 grad_mode.py:82(clone)
        1    0.000    0.000    0.014    0.014 env_checker.py:137(_check_returned_values)
       15    0.000    0.000    0.013    0.001 iostream.py:463(flush)
       32    0.000    0.000    0.013    0.000 managers.py:2074(_consolidate)
    61440    0.013    0.000    0.013    0.000 fromnumeric.py:3164(ndim)
     4800    0.013    0.000    0.013    0.000 {method 'reciprocal' of 'torch._C._TensorBase' objects}
    30916    0.007    0.000    0.013    0.000 config.py:630(_translate_key)
     18/4    0.000    0.000    0.013    0.003 module.py:629(apply)
    62851    0.009    0.000    0.013    0.000 common.py:155(<lambda>)
       18    0.000    0.000    0.013    0.001 policies.py:284(init_weights)
       32    0.006    0.000    0.013    0.000 managers.py:2091(_merge_blocks)
   106651    0.013    0.000    0.013    0.000 {built-in method builtins.iter}
    30723    0.012    0.000    0.012    0.000 {pandas._libs.lib.is_all_arraylike}
        6    0.000    0.000    0.012    0.002 init.py:454(orthogonal_)
    92723    0.012    0.000    0.012    0.000 common.py:145(classes)
       64    0.000    0.000    0.012    0.000 generic.py:1492(__neg__)
       15    0.000    0.000    0.012    0.001 threading.py:563(wait)
    31557    0.009    0.000    0.012    0.000 range.py:909(__len__)
    71337    0.012    0.000    0.012    0.000 space.py:38(shape)
       15    0.000    0.000    0.012    0.001 threading.py:280(wait)
      121    0.012    0.000    0.012    0.000 {method 'acquire' of '_thread.lock' objects}
   122882    0.012    0.000    0.012    0.000 function_base.py:842(_copy_dispatcher)
    67200    0.012    0.000    0.012    0.000 functional.py:1450(<listcomp>)
       64    0.000    0.000    0.011    0.000 blocks.py:396(apply)
   123195    0.011    0.000    0.011    0.000 typing.py:1375(cast)
     4800    0.008    0.000    0.011    0.000 adam.py:198(<listcomp>)
    30721    0.011    0.000    0.011    0.000 utils.py:50(<listcomp>)
       64    0.000    0.000    0.011    0.000 generic.py:1494(blk_func)
      161    0.001    0.000    0.011    0.000 indexing.py:834(_getitem_lowerdim)
       64    0.011    0.000    0.011    0.000 {built-in method _operator.neg}
   106675    0.011    0.000    0.011    0.000 {method 'values' of 'collections.OrderedDict' objects}
    92336    0.010    0.000    0.010    0.000 multiarray.py:1071(copyto)
    80808    0.010    0.000    0.010    0.000 {built-in method torch._C._set_grad_enabled}
    30916    0.010    0.000    0.010    0.000 config.py:571(_select_options)
    67224    0.010    0.000    0.010    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.010    0.010 base_class.py:384(_setup_learn)
    30721    0.009    0.000    0.009    0.000 utils.py:51(<listcomp>)
        1    0.000    0.000    0.009    0.009 dummy_vec_env.py:59(reset)
   123411    0.009    0.000    0.009    0.000 {built-in method builtins.hash}
    30721    0.009    0.000    0.009    0.000 utils.py:37(from_pairs2lst_pairs)
        6    0.009    0.002    0.009    0.002 {built-in method torch._C._linalg.linalg_qr}
       32    0.000    0.000    0.009    0.000 generic.py:5926(copy)
       32    0.000    0.000    0.009    0.000 managers.py:578(copy)
    35922    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x10444b2b8}
      150    0.008    0.000    0.008    0.000 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
    31014    0.008    0.000    0.008    0.000 base.py:834(_reset_identity)
    30951    0.008    0.000    0.008    0.000 {method 'split' of 'str' objects}
       64    0.000    0.000    0.008    0.000 match_engine.py:154(initial_state)
      325    0.000    0.000    0.008    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.008    0.008 base_class.py:770(save)
    29697    0.008    0.000    0.008    0.000 {method 'extend' of 'collections.deque' objects}
       32    0.000    0.000    0.008    0.000 blocks.py:638(copy)
        1    0.000    0.000    0.008    0.008 save_util.py:287(save_to_zip_file)
       32    0.008    0.000    0.008    0.000 base_environment.py:165(reset_states)
      325    0.008    0.000    0.008    0.000 {built-in method _codecs.utf_8_decode}
    31115    0.005    0.000    0.007    0.000 common.py:1416(is_1d_only_ea_dtype)
    62385    0.007    0.000    0.007    0.000 base.py:4820(_values)
    92365    0.007    0.000    0.007    0.000 {built-in method _warnings._filters_mutated}
    30721    0.007    0.000    0.007    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     5032    0.007    0.000    0.007    0.000 {method 'format' of 'str' objects}
    62851    0.007    0.000    0.007    0.000 common.py:150(classes_and_not_datetimelike)
    30720    0.007    0.000    0.007    0.000 dummy_vec_env.py:38(step_async)
     4800    0.004    0.000    0.007    0.000 <string>:1(<lambda>)
    30788    0.006    0.000    0.006    0.000 base.py:540(_ensure_array)
    30720    0.006    0.000    0.006    0.000 callbacks.py:262(_on_step)
       64    0.000    0.000    0.006    0.000 base.py:3706(get_indexer)
    61440    0.006    0.000    0.006    0.000 fromnumeric.py:3160(_ndim_dispatcher)
       32    0.000    0.000    0.006    0.000 base.py:6615(drop)
    30721    0.005    0.000    0.005    0.000 base_environment.py:140(_get_info)
       32    0.000    0.000    0.005    0.000 frame.py:4381(insert)
    30789    0.005    0.000    0.005    0.000 enum.py:792(value)
       32    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(vstack)
       32    0.000    0.000    0.005    0.000 shape_base.py:222(vstack)
    60098    0.005    0.000    0.005    0.000 {method 'copy' of 'list' objects}
    30821    0.005    0.000    0.005    0.000 base.py:937(dtype)
    40404    0.005    0.000    0.005    0.000 _jit_internal.py:958(is_scripting)
    30721    0.005    0.000    0.005    0.000 match_engine.py:189(<listcomp>)
       30    0.000    0.000    0.005    0.000 policies.py:207(set_training_mode)
       32    0.000    0.000    0.005    0.000 managers.py:1219(insert)
   570/30    0.001    0.000    0.005    0.000 module.py:1820(train)
       32    0.000    0.000    0.005    0.000 base_environment.py:178(_get_init_obs)
       32    0.000    0.000    0.005    0.000 base.py:5744(get_indexer_for)
       45    0.000    0.000    0.005    0.000 policies.py:661(predict_values)
        3    0.000    0.000    0.005    0.002 serialization.py:333(save)
    30856    0.004    0.000    0.004    0.000 {pandas._libs.lib.is_scalar}
    30721    0.004    0.000    0.004    0.000 base_environment.py:119(_get_reward)
    61442    0.004    0.000    0.004    0.000 {method 'extend' of 'list' objects}
    30822    0.004    0.000    0.004    0.000 {method 'insert' of 'list' objects}
    30720    0.004    0.000    0.004    0.000 fromnumeric.py:2079(_clip_dispatcher)
       46    0.000    0.000    0.004    0.000 iostream.py:202(schedule)
    30788    0.004    0.000    0.004    0.000 base.py:229(disallow_kwargs)
       21    0.000    0.000    0.003    0.000 iostream.py:518(write)
       46    0.003    0.000    0.003    0.000 socket.py:543(send)
    30720    0.003    0.000    0.003    0.000 callbacks.py:111(update_child_locals)
    30820    0.003    0.000    0.003    0.000 {pandas._libs.algos.ensure_object}
       64    0.000    0.000    0.003    0.000 series.py:913(_take_with_is_copy)
    30721    0.003    0.000    0.003    0.000 fromnumeric.py:1474(_squeeze_dispatcher)
       32    0.000    0.000    0.003    0.000 base.py:6561(insert)
       21    0.000    0.000    0.003    0.000 iostream.py:448(_schedule_flush)
       64    0.001    0.000    0.003    0.000 series.py:895(take)
        1    0.000    0.000    0.003    0.003 policies.py:520(_build_mlp_extractor)
        1    0.000    0.000    0.003    0.003 box.py:97(sample)
      105    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(mean)
    30741    0.003    0.000    0.003    0.000 {method 'keys' of 'dict' objects}
      105    0.000    0.000    0.003    0.000 fromnumeric.py:3356(mean)
        1    0.000    0.000    0.003    0.003 torch_layers.py:165(__init__)
     4800    0.003    0.000    0.003    0.000 __init__.py:77(_tensor_or_tensors_to_tuple)
       32    0.000    0.000    0.003    0.000 utils.py:33(get_price_from_stream)
      860    0.001    0.000    0.003    0.000 module.py:1210(__setattr__)
        3    0.001    0.000    0.003    0.001 serialization.py:528(_save)
     4800    0.003    0.000    0.003    0.000 _reduction.py:7(get_enum)
      105    0.000    0.000    0.003    0.000 _methods.py:162(_mean)
      161    0.000    0.000    0.003    0.000 indexing.py:761(_validate_tuple_indexer)
     1274    0.001    0.000    0.002    0.000 common.py:680(is_integer_dtype)
       15    0.000    0.000    0.002    0.000 utils.py:46(explained_variance)
      322    0.000    0.000    0.002    0.000 indexing.py:1343(_validate_key)
        1    0.000    0.000    0.002    0.002 readers.py:887(__init__)
        6    0.000    0.000    0.002    0.000 linear.py:90(__init__)
        1    0.000    0.000    0.002    0.002 save_util.py:75(data_to_json)
        1    0.000    0.000    0.002    0.002 readers.py:1193(_make_engine)
     4800    0.002    0.000    0.002    0.000 optimizer.py:84(_cuda_graph_capture_health_check)
       30    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(var)
      392    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       12    0.000    0.000    0.002    0.000 {function CloudPickler.dump at 0x111e02dc0}
     4812    0.002    0.000    0.002    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
       45    0.000    0.000    0.002    0.000 torch_layers.py:235(forward_critic)
       30    0.000    0.000    0.002    0.000 policies.py:217(obs_to_tensor)
        4    0.000    0.000    0.002    0.000 space.py:28(np_random)
        1    0.000    0.000    0.002    0.002 space.py:48(seed)
        1    0.002    0.002    0.002    0.002 seeding.py:11(np_random)
       16    0.001    0.000    0.002    0.000 buffers.py:681(reset)
       30    0.000    0.000    0.002    0.000 fromnumeric.py:3624(var)
        3    0.000    0.000    0.002    0.001 serialization.py:263(_open_zipfile_writer)
        3    0.002    0.001    0.002    0.001 serialization.py:254(__init__)
        1    0.002    0.002    0.002    0.002 c_parser_wrapper.py:45(__init__)
       30    0.001    0.000    0.002    0.000 _methods.py:195(_var)
       64    0.000    0.000    0.002    0.000 base.py:6293(_maybe_cast_listlike_indexer)
      358    0.002    0.000    0.002    0.000 {built-in method numpy.asanyarray}
      128    0.000    0.000    0.002    0.000 cast.py:1987(maybe_cast_to_integer_array)
       32    0.000    0.000    0.002    0.000 utils.py:29(get_quantity_from_stream)
     1198    0.001    0.000    0.002    0.000 module.py:1719(children)
        6    0.000    0.000    0.001    0.000 linear.py:103(reset_parameters)
     3563    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       64    0.000    0.000    0.001    0.000 base.py:6004(_should_compare)
        6    0.000    0.000    0.001    0.000 init.py:366(kaiming_uniform_)
      292    0.000    0.000    0.001    0.000 _dtype.py:328(_name_get)
      128    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       32    0.000    0.000    0.001    0.000 indexing.py:1524(_get_slice_axis)
       19    0.000    0.000    0.001    0.000 module.py:254(__init__)
      128    0.000    0.000    0.001    0.000 numeric.py:2388(array_equal)
        6    0.001    0.000    0.001    0.000 {built-in method torch.diag}
      128    0.000    0.000    0.001    0.000 base.py:2272(is_boolean)
      141    0.001    0.000    0.001    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
     1198    0.001    0.000    0.001    0.000 module.py:1728(named_children)
      305    0.000    0.000    0.001    0.000 zipfile.py:1122(write)
       32    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(insert)
       96    0.000    0.000    0.001    0.000 base.py:2596(inferred_type)
       32    0.000    0.000    0.001    0.000 generic.py:3908(_slice)
        1    0.000    0.000    0.001    0.001 registration.py:234(make)
        1    0.000    0.000    0.001    0.001 registration.py:123(make)
        1    0.000    0.000    0.001    0.001 on_policy_algorithm.py:52(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method io.open}
       30    0.000    0.000    0.001    0.000 utils.py:381(safe_mean)
      986    0.001    0.000    0.001    0.000 common.py:1429(is_extension_array_dtype)
        1    0.000    0.000    0.001    0.001 base_class.py:86(__init__)
       96    0.001    0.000    0.001    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.001    0.001 registration.py:74(make)
       64    0.000    0.000    0.001    0.000 base.py:3786(_get_indexer)
        4    0.000    0.000    0.001    0.000 module.py:823(to)
        6    0.001    0.000    0.001    0.000 {method 'sign' of 'torch._C._TensorBase' objects}
       32    0.000    0.000    0.001    0.000 function_base.py:5143(insert)
     4812    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function_variadic}
      847    0.001    0.000    0.001    0.000 parameter.py:9(__instancecheck__)
      128    0.000    0.000    0.001    0.000 blocks.py:252(make_block)
     1148    0.000    0.000    0.001    0.000 serialization.py:538(persistent_id)
       12    0.001    0.000    0.001    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
       31    0.000    0.000    0.001    0.000 policies.py:146(device)
        1    0.001    0.001    0.001    0.001 {method 'normal' of 'numpy.random.mtrand.RandomState' objects}
       65    0.000    0.000    0.001    0.000 base.py:1098(take)
      148    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.001    0.001 policies.py:269(__init__)
      336    0.000    0.000    0.001    0.000 common.py:497(is_categorical_dtype)
      644    0.000    0.000    0.001    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.001    0.001 policies.py:59(__init__)
       10    0.000    0.000    0.001    0.000 arrayprint.py:1575(_array_str_implementation)
       10    0.000    0.000    0.001    0.000 arrayprint.py:561(array2string)
      400    0.000    0.000    0.001    0.000 base.py:286(is_dtype)
       20    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.001    0.001 distributions.py:128(proba_distribution_net)
       10    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
     30/4    0.000    0.000    0.001    0.000 module.py:577(_apply)
        3    0.000    0.000    0.001    0.000 zipfile.py:1773(writestr)
       10    0.000    0.000    0.001    0.000 arrayprint.py:523(_array2string)
       32    0.000    0.000    0.001    0.000 frame.py:4515(_sanitize_column)
       32    0.000    0.000    0.001    0.000 managers.py:1267(_insert_update_mgr_locs)
       32    0.000    0.000    0.001    0.000 managers.py:1277(_insert_update_blklocs_and_blknos)
       32    0.000    0.000    0.001    0.000 base.py:6521(delete)
      128    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.000 box.py:158(__repr__)
        1    0.000    0.000    0.001    0.001 buffers.py:659(__init__)
      175    0.000    0.000    0.001    0.000 base.py:53(shape)
       66    0.000    0.000    0.001    0.000 base.py:5178(equals)
      292    0.000    0.000    0.001    0.000 _dtype.py:314(_name_includes_bit_suffix)
        9    0.000    0.000    0.001    0.000 cloudpickle_fast.py:59(dumps)
      128    0.000    0.000    0.001    0.000 managers.py:2079(<lambda>)
        1    0.000    0.000    0.001    0.001 base_class.py:188(_wrap_env)
      128    0.000    0.000    0.001    0.000 _methods.py:60(_all)
      161    0.000    0.000    0.001    0.000 indexing.py:1419(_is_scalar_access)
       64    0.000    0.000    0.000    0.000 base.py:3823(_check_indexing_method)
        1    0.000    0.000    0.000    0.000 series.py:463(_init_dict)
       64    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(append)
       64    0.000    0.000    0.000    0.000 blocks.py:166(_consolidate_key)
      135    0.000    0.000    0.000    0.000 _methods.py:66(_count_reduce_items)
        9    0.000    0.000    0.000    0.000 cloudpickle_fast.py:631(dump)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
      195    0.000    0.000    0.000    0.000 common.py:1274(is_bool_dtype)
      305    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       52    0.000    0.000    0.000    0.000 _tensor.py:175(__reduce_ex__)
        1    0.000    0.000    0.000    0.000 {built-in method torch.ones}
       52    0.000    0.000    0.000    0.000 _tensor.py:207(_reduce_ex_internal)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
       64    0.000    0.000    0.000    0.000 function_base.py:5337(append)
        1    0.000    0.000    0.000    0.000 torch_layers.py:251(__init__)
       64    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      161    0.000    0.000    0.000    0.000 indexing.py:777(_is_nested_tuple_indexer)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(delete)
       64    0.000    0.000    0.000    0.000 blocks.py:427(_split_op_result)
       10    0.000    0.000    0.000    0.000 arrayprint.py:452(_get_format_function)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(moveaxis)
       21    0.000    0.000    0.000    0.000 module.py:581(compute_should_use_set_data)
       32    0.000    0.000    0.000    0.000 random.py:334(randint)
        1    0.000    0.000    0.000    0.000 dummy_vec_env.py:24(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:10875(any)
        1    0.000    0.000    0.000    0.000 generic.py:10453(any)
      205    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 generic.py:10395(_logical_func)
        1    0.000    0.000    0.000    0.000 series.py:4435(_reduce)
        8    0.000    0.000    0.000    0.000 arrayprint.py:410(<lambda>)
       32    0.000    0.000    0.000    0.000 generic.py:1991(__contains__)
        6    0.000    0.000    0.000    0.000 {method 'view_as' of 'torch._C._TensorBase' objects}
        8    0.000    0.000    0.000    0.000 arrayprint.py:1223(__init__)
       32    0.000    0.000    0.000    0.000 function_base.py:4958(delete)
       32    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
       32    0.000    0.000    0.000    0.000 numeric.py:1404(moveaxis)
       32    0.000    0.000    0.000    0.000 base.py:2232(is_unique)
        1    0.000    0.000    0.000    0.000 base_environment.py:33(__init__)
        1    0.000    0.000    0.000    0.000 construction.py:825(create_series_with_explicit_dtype)
      525    0.000    0.000    0.000    0.000 base.py:55(<genexpr>)
       56    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
       64    0.000    0.000    0.000    0.000 base.py:4973(__contains__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       32    0.000    0.000    0.000    0.000 range.py:189(_data)
       21    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
        6    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
      5/3    0.000    0.000    0.000    0.000 functools.py:883(wrapper)
       64    0.000    0.000    0.000    0.000 blocks.py:2032(new_block_2d)
      105    0.000    0.000    0.000    0.000 buffers.py:57(swap_and_flatten)
        1    0.000    0.000    0.000    0.000 utils.py:173(configure_logger)
       56    0.000    0.000    0.000    0.000 encoder.py:182(encode)
       64    0.000    0.000    0.000    0.000 common.py:459(is_interval_dtype)
       64    0.000    0.000    0.000    0.000 base.py:5917(_maybe_promote)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amax)
        1    0.000    0.000    0.000    0.000 logger.py:582(configure)
        6    0.000    0.000    0.000    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
       35    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 save_util.py:217(open_path_str)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2675(amax)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 registration.py:25(load)
       32    0.000    0.000    0.000    0.000 managers.py:599(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(import_module)
        9    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
      161    0.000    0.000    0.000    0.000 common.py:581(is_dtype_equal)
      194    0.000    0.000    0.000    0.000 indexing.py:2454(is_label_like)
       64    0.000    0.000    0.000    0.000 managers.py:596(copy_func)
      343    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
      483    0.000    0.000    0.000    0.000 indexing.py:958(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
       36    0.000    0.000    0.000    0.000 _methods.py:54(_any)
        9    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
      130    0.000    0.000    0.000    0.000 generic.py:441(_validate_dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_find_and_load)
        3    0.000    0.000    0.000    0.000 box.py:25(__init__)
        1    0.000    0.000    0.000    0.000 construction.py:596(_homogenize)
       61    0.000    0.000    0.000    0.000 threading.py:1133(is_alive)
       33    0.000    0.000    0.000    0.000 blocks.py:238(fill_value)
       66    0.000    0.000    0.000    0.000 managers.py:1665(is_consolidated)
       52    0.000    0.000    0.000    0.000 storage.py:616(size)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       64    0.000    0.000    0.000    0.000 dtypes.py:1206(is_dtype)
      128    0.000    0.000    0.000    0.000 managers.py:983(fast_xs)
       69    0.000    0.000    0.000    0.000 cloudpickle_fast.py:677(reducer_override)
       40    0.000    0.000    0.000    0.000 c_parser_wrapper.py:360(<setcomp>)
       64    0.000    0.000    0.000    0.000 base.py:974(view)
      192    0.000    0.000    0.000    0.000 blocks.py:2121(extend_blocks)
       65    0.000    0.000    0.000    0.000 algorithms.py:1356(take)
       52    0.000    0.000    0.000    0.000 storage.py:444(__len__)
        6    0.000    0.000    0.000    0.000 {method 'new' of 'torch._C._TensorBase' objects}
       66    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
       34    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 {built-in method torch.zeros_like}
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argsort)
      197    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 random.py:290(randrange)
      129    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       33    0.000    0.000    0.000    0.000 base.py:845(_engine)
       65    0.000    0.000    0.000    0.000 managers.py:1673(_consolidate_check)
       33    0.000    0.000    0.000    0.000 missing.py:572(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 save_util.py:235(open_path_pathlib)
       32    0.000    0.000    0.000    0.000 managers.py:2128(_fast_count_smallints)
      410    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
      193    0.000    0.000    0.000    0.000 managers.py:973(from_blocks)
        2    0.000    0.000    0.000    0.000 os.py:200(makedirs)
       15    0.000    0.000    0.000    0.000 threading.py:528(__init__)
       73    0.000    0.000    0.000    0.000 cast.py:1711(sanitize_to_nanoseconds)
       40    0.000    0.000    0.000    0.000 c_parser_wrapper.py:356(<listcomp>)
       52    0.000    0.000    0.000    0.000 storage.py:543(element_size)
        1    0.000    0.000    0.000    0.000 common.py:601(get_handle)
       32    0.000    0.000    0.000    0.000 managers.py:2102(<listcomp>)
       64    0.000    0.000    0.000    0.000 numeric.py:1341(normalize_axis_tuple)
      161    0.000    0.000    0.000    0.000 indexing.py:740(_expand_ellipsis)
       97    0.000    0.000    0.000    0.000 range.py:167(_simple_new)
       34    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
        2    0.000    0.000    0.000    0.000 {method 'exponential' of 'numpy.random.mtrand.RandomState' objects}
      517    0.000    0.000    0.000    0.000 common.py:1552(get_dtype)
       52    0.000    0.000    0.000    0.000 _utils.py:553(_element_size)
       10    0.000    0.000    0.000    0.000 arrayprint.py:780(_formatArray)
        6    0.000    0.000    0.000    0.000 init.py:356(_calculate_correct_fan)
       64    0.000    0.000    0.000    0.000 base.py:7168(unpack_nested_dtype)
       15    0.000    0.000    0.000    0.000 base_class.py:290(_update_learning_rate)
       32    0.000    0.000    0.000    0.000 generic.py:767(_set_axis)
    76/10    0.000    0.000    0.000    0.000 arrayprint.py:789(recurser)
       12    0.000    0.000    0.000    0.000 init.py:284(_calculate_fan_in_and_fan_out)
       55    0.000    0.000    0.000    0.000 save_util.py:59(is_json_serializable)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:1012(argsort)
       33    0.000    0.000    0.000    0.000 missing.py:67(isna)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        1    0.000    0.000    0.000    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
        4    0.000    0.000    0.000    0.000 env_checker.py:96(_check_obs)
       32    0.000    0.000    0.000    0.000 range.py:944(_getitem_slice)
      316    0.000    0.000    0.000    0.000 encoder.py:413(_iterencode)
       64    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
       17    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       32    0.000    0.000    0.000    0.000 random.py:237(_randbelow_with_getrandbits)
      483    0.000    0.000    0.000    0.000 indexing.py:2486(<genexpr>)
       33    0.000    0.000    0.000    0.000 missing.py:150(_isna)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       64    0.000    0.000    0.000    0.000 base.py:723(tolist)
       32    0.000    0.000    0.000    0.000 missing.py:626(is_valid_na_for_dtype)
      483    0.000    0.000    0.000    0.000 indexing.py:783(<genexpr>)
        4    0.000    0.000    0.000    0.000 box.py:140(contains)
        1    0.000    0.000    0.000    0.000 base_class.py:755(get_parameters)
       33    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
      732    0.000    0.000    0.000    0.000 logger.py:208(_truncate)
       15    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1246(open)
       52    0.000    0.000    0.000    0.000 _tensor.py:196(storage)
       60    0.000    0.000    0.000    0.000 utils.py:355(is_vectorized_observation)
      161    0.000    0.000    0.000    0.000 generic.py:3925(_set_is_copy)
      128    0.000    0.000    0.000    0.000 range.py:919(__getitem__)
      483    0.000    0.000    0.000    0.000 indexing.py:957(<genexpr>)
  500/316    0.000    0.000    0.000    0.000 encoder.py:333(_iterencode_dict)
       15    0.000    0.000    0.000    0.000 on_policy_algorithm.py:263(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       32    0.000    0.000    0.000    0.000 common.py:254(index_labels_to_array)
        6    0.000    0.000    0.000    0.000 zipfile.py:1141(close)
       29    0.000    0.000    0.000    0.000 cloudpickle.py:241(_should_pickle_by_reference)
       99    0.000    0.000    0.000    0.000 take.py:554(_take_preprocess_indexer_and_fill_value)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       61    0.000    0.000    0.000    0.000 threading.py:1066(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 adam.py:74(__init__)
      450    0.000    0.000    0.000    0.000 indexing.py:1432(<genexpr>)
        1    0.000    0.000    0.000    0.000 series.py:4655(reindex)
        1    0.000    0.000    0.000    0.000 optimizer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 range.py:112(__new__)
        1    0.000    0.000    0.000    0.000 generic.py:4719(reindex)
       32    0.000    0.000    0.000    0.000 managers.py:1679(<listcomp>)
       33    0.000    0.000    0.000    0.000 blocks.py:267(make_block_same_class)
       32    0.000    0.000    0.000    0.000 base.py:3999(_validate_positional_slice)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
     19/1    0.000    0.000    0.000    0.000 module.py:1316(state_dict)
      194    0.000    0.000    0.000    0.000 common.py:297(is_null_slice)
      322    0.000    0.000    0.000    0.000 indexing.py:804(_validate_key_length)
      255    0.000    0.000    0.000    0.000 logger.py:446(record)
      325    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
