         93343836 function calls (90825421 primitive calls) in 46.056 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        6    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 nanops.py:213(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 callbacks.py:258(__init__)
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       32    0.000    0.000    0.000    0.000 fromnumeric.py:1008(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 env_checker.py:184(_check_spaces)
       18    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 arrayprint.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base_parser.py:383(_make_index)
        8    0.000    0.000    0.000    0.000 encoder.py:223(floatstr)
        2    0.000    0.000    0.000    0.000 base_parser.py:371(_maybe_make_multi_index_columns)
       32    0.000    0.000    0.000    0.000 multiarray.py:883(bincount)
        1    0.000    0.000    0.000    0.000 typing.py:848(__subclasscheck__)
       32    0.000    0.000    0.000    0.000 numeric.py:1400(_moveaxis_dispatcher)
      2/1    0.000    0.000    0.000    0.000 core.py:278(metadata)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
       15    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 base.py:150(is_consolidated)
        2    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 weakref.py:452(get)
       10    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 seeding.py:86(_int_list_from_bigint)
        1    0.000    0.000    0.000    0.000 data_pipeline.py:41(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:839(suffix)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:205(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base_vec_env.py:58(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 platform.py:830(uname)
        1    0.000    0.000    0.000    0.000 callbacks.py:40(init_callback)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:308(<dictcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:675(__get__)
        1    0.000    0.000    0.000    0.000 base_parser.py:812(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 distributions.py:122(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        6    0.000    0.000    0.000    0.000 {function _ZipWriteFile.close at 0x104b6d820}
        1    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 callbacks.py:65(_on_rollout_start)
        6    0.000    0.000    0.000    0.000 {method 'ndimension' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 callbacks.py:21(__init__)
        1    0.000    0.000    0.000    0.000 env_util.py:11(unwrap_wrapper)
        6    0.000    0.000    0.000    0.000 serialization.py:199(__init__)
        3    0.000    0.000    0.000    0.000 save_util.py:37(_getattr)
        4    0.000    0.000    0.000    0.000 cloudpickle_fast.py:626(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1318(_validate_parse_dates_arg)
      5/4    0.000    0.000    0.000    0.000 core.py:248(action_space)
       21    0.000    0.000    0.000    0.000 __future__.py:18(get_overwrite_module_params_on_conversion)
       12    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
       15    0.000    0.000    0.000    0.000 callbacks.py:99(_on_rollout_end)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 optimizer.py:136(<listcomp>)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:345(_find_imported_submodules)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
       14    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 arrayprint.py:409(<lambda>)
        2    0.000    0.000    0.000    0.000 env_checker.py:117(_check_box_obs)
        4    0.000    0.000    0.000    0.000 encoder.py:277(_iterencode_list)
        1    0.000    0.000    0.000    0.000 policies.py:902(get_policy_from_name)
        2    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:206(<listcomp>)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2399(_all_dispatcher)
        6    0.000    0.000    0.000    0.000 base_parser.py:1314(<genexpr>)
        1    0.000    0.000    0.000    0.000 traitlets.py:643(get)
        4    0.000    0.000    0.000    0.000 cloudpickle_fast.py:307(_cell_reduce)
        6    0.000    0.000    0.000    0.000 zipfile.py:681(_get_compressor)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:46(__exit__)
        1    0.000    0.000    0.000    0.000 callbacks.py:90(on_training_end)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:304(<listcomp>)
        2    0.000    0.000    0.000    0.000 inference.py:98(is_file_like)
        1    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 utils.py:119(constant_fn)
        1    0.000    0.000    0.000    0.000 optimizer.py:133(<dictcomp>)
        1    0.000    0.000    0.000    0.000 readers.py:1008(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 os.py:754(encode)
        2    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 nanops.py:346(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 serialization.py:224(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        7    0.000    0.000    0.000    0.000 zipfile.py:662(_check_compression)
        1    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 platform.py:1192(platform)
        4    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 common.py:1055(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 construction.py:233(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 base_parser.py:1154(_process_date_conversion)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2670(_amax_dispatcher)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:668(_get_cell_contents)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2795(_amin_dispatcher)
        2    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
        1    0.000    0.000    0.000    0.000 dummy_vec_env.py:25(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:465(find)
        1    0.000    0.000    0.000    0.000 base_parser.py:269(_extract_multi_indexer_columns)
        6    0.000    0.000    0.000    0.000 serialization.py:202(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        7    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1814(__del__)
        1    0.000    0.000    0.000    0.000 pathlib.py:831(name)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:53(on_training_start)
        3    0.000    0.000    0.000    0.000 serialization.py:314(_check_dill_version)
        1    0.000    0.000    0.000    0.000 distributions.py:18(__init__)
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 base_parser.py:832(_check_data_length)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        6    0.000    0.000    0.000    0.000 {method 'flush' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 generic.py:543(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1236(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1934(_fpclose)
        1    0.000    0.000    0.000    0.000 base_class.py:42(maybe_make_env)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:772(_make_empty_cell)
        4    0.000    0.000    0.000    0.000 __init__.py:144(_DType_reduce)
        2    0.000    0.000    0.000    0.000 on_policy_algorithm.py:276(_get_torch_save_params)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2965(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 base_class.py:306(_excluded_save_params)
        1    0.000    0.000    0.000    0.000 common.py:174(validate_header_arg)
        1    0.000    0.000    0.000    0.000 readers.py:1705(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 base_parser.py:240(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 base_class.py:262(_get_eval_env)
        1    0.000    0.000    0.000    0.000 readers.py:1607(_extract_dialect)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:46(_ignore_error)
        2    0.000    0.000    0.000    0.000 base.py:518(<genexpr>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:408(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 logger.py:28(info)
        1    0.000    0.000    0.000    0.000 dummy_vec_env.py:34(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 readers.py:1354(_clean_na_values)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2300(_any_dispatcher)
        2    0.000    0.000    0.000    0.000 common.py:205(<genexpr>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1241(__call__)
        1    0.000    0.000    0.000    0.000 numeric.py:188(_validate_dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:191(_get_fill_value)
        1    0.000    0.000    0.000    0.000 base_parser.py:220(<setcomp>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1062(_make_date_converter)
        1    0.000    0.000    0.000    0.000 common.py:533(is_string_or_object_np_dtype)
        2    0.000    0.000    0.000    0.000 cloudpickle_fast.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base_class.py:564(set_random_seed)
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 base_parser.py:920(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 base_class.py:207(<lambda>)
        1    0.000    0.000    0.000    0.000 base_class.py:467(get_env)
        1    0.000    0.000    0.000    0.000 callbacks.py:93(_on_training_end)
        1    0.000    0.000    0.000    0.000 torch_layers.py:27(features_dim)
        2    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 base_parser.py:1340(is_index_col)
        1    0.000    0.000    0.000    0.000 {method 'writable' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1305(__enter__)
        1    0.000    0.000    0.000    0.000 tempfile.py:284(gettempdir)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 base_parser.py:232(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:141(unwrapped)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 callbacks.py:50(_init_callback)
        1    0.000    0.000    0.000    0.000 readers.py:1287(__enter__)
        1    0.000    0.000    0.000    0.000 callbacks.py:59(_on_training_start)
