         3297113 function calls (3264112 primitive calls) in 2.553 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 conv.py:152(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 _typing.py:213(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 accessor.py:154(CachedAccessor)
        2    0.000    0.000    0.000    0.000 generic.py:127(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 online.py:93(EWMMeanState)
        1    0.000    0.000    0.000    0.000 ops.py:1251(FrameSplitter)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 ops.py:616(FuncNode)
        1    0.000    0.000    0.000    0.000 _json.py:1036(SeriesParser)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:198(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:2768(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sql.py:1282(BaseEngine)
        1    0.000    0.000    0.000    0.000 __init__.py:322(silent_list)
        1    0.000    0.000    0.000    0.000 rcsetup.py:786(_ignorecase)
        1    0.000    0.000    0.000    0.000 Image.py:3292(register_save_all)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1064(_idat)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:309(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:347(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:486(LogisticTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:340(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1666(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1695(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2274(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 core.py:3436(LineStart)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 mathtext.py:360(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:990(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1686(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 patches.py:3635(Simple)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(ToolEvent)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:1609(MinuteLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:372(PackerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:418(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:545(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:742(HandlerTuple)
        1    0.000    0.000    0.000    0.000 _base.py:97(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 axis.py:570(_LazyTickList)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        5    0.000    0.000    0.000    0.000 platform.py:779(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extension.py:139(Library)
        1    0.000    0.000    0.000    0.000 extension.py:20(Extension)
        1    0.000    0.000    0.000    0.000 __init__.py:1933(PathMetadata)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 more.py:2689(SequenceView)
        2    0.000    0.000    0.000    0.000 utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        2    0.000    0.000    0.000    0.000 exceptions.py:240(ParseFatalException)
        1    0.000    0.000    0.000    0.000 unicode.py:224(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:243(Katakana)
        1    0.000    0.000    0.000    0.000 core.py:2346(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 core.py:3438(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3485(LineEnd)
        3    0.000    0.000    0.000    0.000 core.py:3932(<genexpr>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:347(GroupList)
        1    0.000    0.000    0.000    0.000 normalize.py:6(RunningMeanStd)
        1    0.000    0.000    0.000    0.000 serialization.py:198(_opener)
        1    0.000    0.000    0.000    0.000 _sources.py:71(SourceContext)
        1    0.000    0.000    0.000    0.000 activation.py:1255(Tanhshrink)
        1    0.000    0.000    0.000    0.000 pooling.py:245(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 _functions.py:85(Scatter)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:432(ConstantLR)
        1    0.000    0.000    0.000    0.000 spawn.py:79(ProcessContext)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 client.py:178(HTTPMessage)
        1    0.000    0.000    0.000    0.000 std.py:216(EMA)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 constraints.py:409(_Multinomial)
        1    0.000    0.000    0.000    0.000 constraints.py:481(_Symmetric)
        1    0.000    0.000    0.000    0.000 datapipes.py:109(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 fused.py:36(LinearReLU)
        1    0.000    0.000    0.000    0.000 __init__.py:162(__ge__)
        1    0.000    0.000    0.000    0.000 algorithms.py:1155(SelectNSeries)
        1    0.000    0.000    0.000    0.000 expressions.py:42(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:501(ConstantNode)
        1    0.000    0.000    0.000    0.000 indexing.py:2284(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 multi.py:149(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 ops.py:1243(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 stata.py:941(StataParser)
        1    0.000    0.000    0.000    0.000 ElementPath.py:333(_SelectorContext)
        1    0.000    0.000    0.000    0.000 core.py:3398(PositionToken)
        1    0.000    0.000    0.000    0.000 core.py:3523(StringEnd)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1001(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1517(Hrule)
        1    0.000    0.000    0.000    0.000 patches.py:2816(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2854(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3474(Curve)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:248(ResolutionError)
        4    0.000    0.000    0.000    0.000 __init__.py:1976(register_finder)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 more.py:1648(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:3243(time_limited)
        1    0.000    0.000    0.000    0.000 markers.py:36(InvalidMarker)
        1    0.000    0.000    0.000    0.000 __init__.py:799(Lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:827(Lookup)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:333(MailboxList)
        1    0.000    0.000    0.000    0.000 serialization.py:209(_open_file)
        1    0.000    0.000    0.000    0.000 serialization.py:253(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 serialization.py:982(StorageType)
        1    0.000    0.000    0.000    0.000 streams.py:113(ExternalStream)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:947(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 function.py:260(FunctionMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1157(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 conv.py:1122(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 activation.py:269(Sigmoid)
        1    0.000    0.000    0.000    0.000 batchnorm.py:303(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:267(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1225(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 connection.py:770(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:153(JitTypeTraceStoreLogger)
        2    0.000    0.000    0.000    0.000 _state.py:39(__bool__)
        1    0.000    0.000    0.000    0.000 request.py:1242(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1529(FTPHandler)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 constraints.py:311(_GreaterThan)
        1    0.000    0.000    0.000    0.000 utils.py:95(lazy_property)
        1    0.000    0.000    0.000    0.000 dataframes.py:184(CaptureAdd)
        1    0.000    0.000    0.000    0.000 streamreader.py:8(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 protocol.py:140(IterDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 protocol.py:169(IterDataPipeQueueProtocolClient)
        1    0.000    0.000    0.000    0.000 fused.py:9(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 _typing.py:218(WriteExcelBuffer)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 base.py:433(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 __init__.py:902(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:75(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pytables.py:4652(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:326(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 core.py:3483(LineEnd)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
        3    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 pyplot.py:448(_IonContext)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1211(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1482(KeyEvent)
        1    0.000    0.000    0.000    0.000 font_manager.py:950(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:3715(Fancy)
        1    0.000    0.000    0.000    0.000 units.py:152(DecimalConverter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:460(HPacker)
        1    0.000    0.000    0.000    0.000 geo.py:278(InvertedAitoffTransform)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 __init__.py:2697(version)
        2    0.000    0.000    0.000    0.000 __init__.py:121(create_module)
        1    0.000    0.000    0.000    0.000 error.py:4(Error)
        1    0.000    0.000    0.000    0.000 error.py:188(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1578(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 metadata.py:154(FileHash)
        1    0.000    0.000    0.000    0.000 errors.py:12(DistutilsError)
        1    0.000    0.000    0.000    0.000 __init__.py:3106(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:1218(PlaceHolder)
        1    0.000    0.000    0.000    0.000 unicode.py:184(Cyrillic)
        1    0.000    0.000    0.000    0.000 core.py:2275(Empty)
        1    0.000    0.000    0.000    0.000 core.py:3508(StringStart)
        1    0.000    0.000    0.000    0.000 markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 more.py:3071(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3795(countable)
        1    0.000    0.000    0.000    0.000 headerregistry.py:384(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 _utils.py:423(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 _utils.py:570(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 serialization.py:240(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 tarfile.py:703(ExFileObject)
        1    0.000    0.000    0.000    0.000 parameter.py:181(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 function.py:242(BackwardCFunction)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:9(_HasStorage)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1082(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1382(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 pooling.py:1061(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:230(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:338(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:75(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:383(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:384(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:489(LinearLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:556(ExponentialLR)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 frontend.py:115(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 request.py:639(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:1381(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 queues.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 constraints.py:232(_OneHot)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:22(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:46(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 numeric.py:38(NumericDtype)
        1    0.000    0.000    0.000    0.000 sql.py:1253(PandasSQL)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 ticker.py:270(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1053(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:2755(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 unicode.py:136(Latin1)
        1    0.000    0.000    0.000    0.000 unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 artist.py:89(_Unset)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1233(DrawEvent)
        1    0.000    0.000    0.000    0.000 mathtext.py:364(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1647(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 patches.py:2358(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2437(Round)
        1    0.000    0.000    0.000    0.000 patches.py:3532(BracketB)
        1    0.000    0.000    0.000    0.000 offsetbox.py:419(VPacker)
        1    0.000    0.000    0.000    0.000 legend_handler.py:261(_Line2DHandleList)
        1    0.000    0.000    0.000    0.000 geo.py:320(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 error.py:135(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 more.py:3997(countable)
        1    0.000    0.000    0.000    0.000 unicode.py:132(LatinA)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:87(_Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:149(is_initialized)
        1    0.000    0.000    0.000    0.000 __init__.py:287(device_of)
        1    0.000    0.000    0.000    0.000 _legacy.py:50(_dispatch_dtypes)
        1    0.000    0.000    0.000    0.000 activation.py:779(LogSigmoid)
        1    0.000    0.000    0.000    0.000 pooling.py:1115(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 dropout.py:61(Dropout1d)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:681(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 request.py:1414(UnknownHandler)
        1    0.000    0.000    0.000    0.000 std.py:42(TqdmWarning)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 constraints.py:328(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 constraints.py:362(_Interval)
        1    0.000    0.000    0.000    0.000 constraints.py:380(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 dataframes.py:106(CaptureCall)
        1    0.000    0.000    0.000    0.000 dataframes.py:200(CaptureMul)
        1    0.000    0.000    0.000    0.000 datapipes.py:57(ShuffleDataFramesPipe)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 info.py:839(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 stata.py:775(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 Image.py:3270(register_mime)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 transforms.py:2617(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 backend_tools.py:621(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:630(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1498(Rule)
        1    0.000    0.000    0.000    0.000 patches.py:3573(BarAB)
        1    0.000    0.000    0.000    0.000 _common.py:310(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 __init__.py:9(warn_distutils_present)
        1    0.000    0.000    0.000    0.000 threading.py:476(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 pathlib.py:581(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numeric.py:847(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 errors.py:112(CompileError)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:447(OptionDummy)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:112(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:327(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:949(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        2    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        2    0.000    0.000    0.000    0.000 exceptions.py:247(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 unicode.py:138(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:231(Hiragana)
        1    0.000    0.000    0.000    0.000 unicode.py:283(Thai)
        1    0.000    0.000    0.000    0.000 unicode.py:295(Hebrew)
        1    0.000    0.000    0.000    0.000 core.py:2855(_WordRegex)
        3    0.000    0.000    0.000    0.000 core.py:3933(<genexpr>)
        1    0.000    0.000    0.000    0.000 markers.py:42(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 dist.py:1220(DistDeprecationWarning)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:524(FileHash)
        1    0.000    0.000    0.000    0.000 pyprojecttoml.py:461(_BetaConfiguration)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:650(MIMEVersion)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:706(Value)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:807(ParameterizedHeaderValue)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:923(ValueTerminal)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:933(EWWhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:37(prepare_multiprocessing_environment)
        1    0.000    0.000    0.000    0.000 __init__.py:174(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 api.py:88(AllGatherStates)
        1    0.000    0.000    0.000    0.000 __init__.py:10(_PyFutureMeta)
        1    0.000    0.000    0.000    0.000 forward_ad.py:79(UnpackedDualTensor)
        1    0.000    0.000    0.000    0.000 profiler_util.py:360(Interval)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 importer.py:11(ObjNotFoundError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:723(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1703(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 activation.py:1232(Softsign)
        1    0.000    0.000    0.000    0.000 activation.py:1382(Softmax2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:410(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:516(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:306(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 dropout.py:152(Dropout3d)
        1    0.000    0.000    0.000    0.000 dropout.py:236(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 __init__.py:31(SymbolicContext)
        1    0.000    0.000    0.000    0.000 _script.py:265(ScriptMeta)
        1    0.000    0.000    0.000    0.000 _script.py:324(_CachedForward)
        1    0.000    0.000    0.000    0.000 _script.py:353(ConstMap)
        1    0.000    0.000    0.000    0.000 annotations.py:28(Module)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 request.py:1059(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 utils.py:175(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 constraints.py:222(_Boolean)
        1    0.000    0.000    0.000    0.000 constraints.py:398(_Simplex)
        1    0.000    0.000    0.000    0.000 constraints.py:493(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 __init__.py:88(cuBLASModule)
        1    0.000    0.000    0.000    0.000 datapipe.py:198(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 decoder.py:236(MatHandler)
        1    0.000    0.000    0.000    0.000 dataframes.py:31(DataFrameTracedOps)
