34200.000376608,5,0,10,33578400,1,null
34200.000376608,5,0,10,33580100,1,null
34200.000376608,5,0,10,33581100,1,null
34200.000376608,5,0,29,33583000,1,null
34200.000376608,5,0,10,33583500,1,null
34200.000376608,5,0,10,33583800,1,null
34200.000376608,4,14799757,60,33585400,-1,null
34200.000376608,4,14808057,21,33585400,-1,null
34200.000743093,1,14907109,100,33585400,-1,null
34200.00124644,5,0,5,33585300,1,null
34200.00124644,5,0,1,33574800,1,null
34200.001853128,5,0,3,33574900,1,null
34200.007807204,3,14896777,35,33527400,1,null
34200.012501939,5,0,11,33574900,1,null
34200.01715956,5,0,5,33575000,1,null
34200.091007763,5,0,9,33575000,1,null
34200.091007763,4,14904197,11,33573800,1,null
34200.107173085,4,14905029,4,33573800,1,null
34200.107379574,1,14968297,53,33573800,1,null
34200.130173629,4,14905029,20,33573800,1,null
34200.18470192,5,0,9,33584400,1,null
34200.240479841,5,0,9,33583500,1,null
34200.248244856,5,0,18,33583400,1,null
34200.250181251,5,0,16,33579700,1,null
34200.310128648,5,0,13,33579700,1,null
34200.310128648,4,14905029,3,33573800,1,null
34200.310205564,4,14905029,73,33573800,1,null
34200.310205564,4,14968297,27,33573800,1,null
34200.491164946,4,14968297,19,33573800,1,null
34200.49161086,1,15155829,2,33575700,1,null
34200.491632589,1,15155841,64,33575700,1,null
34200.4971712,4,15155829,1,33575700,1,null
34200.507552682,5,0,2,33581300,1,null
34200.570176776,4,15155829,1,33575700,1,null
34200.570176776,4,15155841,11,33575700,1,null
34200.640954561,3,14892733,6,33547500,1,null
34200.85268181,4,15155841,1,33575700,1,null
34200.970154324,4,15155841,18,33575700,1,null
34201.07182291,5,0,2,33575800,1,null
34201.07182291,4,15155841,2,33575700,1,null
34201.089485838,4,15155841,1,33575700,1,null
34201.10065915,1,15431465,1,33578000,1,null
34201.100688649,3,15155841,31,33575700,1,null
34201.100718543,4,15431465,1,33578000,1,null
34201.10078226,5,0,10,33578500,1,null
34201.113528356,5,0,1,33578700,1,null
34201.113809151,5,0,1,33578700,1,null
34201.117864772,4,14968297,7,33573800,1,null
34201.117864772,4,14706685,200,33556600,1,null
34201.117864772,4,14660489,4,33556400,1,null
34201.117864772,4,14580293,91,33554800,1,null
34201.117864772,4,14449213,350,33552300,1,null
34201.117864772,4,14628409,1,33552300,1,null
34201.117864772,4,14668117,25,33552300,1,null
34201.117864772,6,-1,45725,33552100,-1,null
34201.117864772,1,3796817,1,33550000,1,null
34201.117864772,1,6650929,27,33560000,-1,null
34201.117864772,1,5411933,5,33550000,1,null
34201.117864772,1,7467025,10,33560000,-1,UBSS
34201.117864772,1,6773409,10,33550000,1,null
34201.117864772,1,7467345,10,33560000,-1,null
34201.117864772,1,7829233,10,33550000,1,null
34201.117864772,1,7469821,10,33560000,-1,null
34201.117864772,1,7855149,1,33550000,1,null
34201.117864772,1,10374329,83,33580000,-1,UBSS
34201.117864772,1,8456713,5,33550000,1,null
34201.117864772,1,8298157,1,33586000,-1,null
34201.117864772,1,9635041,10,33550000,1,null
34201.117864772,1,3439141,250,33590000,-1,null
34201.117864772,1,9659761,1,33550000,1,null
34201.117864772,1,6483381,6,33597000,-1,null
34201.117864772,1,9860197,30,33550000,1,null
34201.117864772,1,2026341,10,33600000,-1,null
34201.117864772,1,9927837,10,33550000,1,null
34201.117864772,1,3514389,2,33600000,-1,null
34201.117864772,1,11229381,30,33550000,1,null
34201.117864772,1,3531201,6,33600000,-1,null
34201.117864772,1,11551725,70,33550000,1,null
34201.117864772,1,3783885,46,33600000,-1,null
34201.117864772,1,11631385,5,33550000,1,null
34201.117864772,1,3792501,4,33600000,-1,null
34201.117864772,1,12459625,1,33550000,1,null
34201.117864772,1,3792505,3,33600000,-1,null
34201.117864772,1,13157685,10,33550000,1,null
34201.117864772,1,4121617,123,33600000,-1,null
34201.117864772,1,11944573,30,33546400,1,null
34201.117864772,1,4494141,62,33600000,-1,null
34201.117864772,1,4599285,1,33540000,1,null
34201.117864772,1,4494865,5,33600000,-1,null
34201.117864772,1,7704457,1,33540000,1,UBSS
34201.117864772,1,4494909,5,33600000,-1,null
34201.117864772,1,7268729,1,33539300,1,UBSS
34201.117864772,1,4610973,5,33600000,-1,null
34201.117864772,1,8651745,100,33530000,1,null
34201.117864772,1,4648413,5,33600000,-1,null
34201.117864772,1,12018397,60,33530000,1,null
34201.117864772,1,4650621,4,33600000,-1,null
34201.117864772,1,4951049,1,33528400,1,null
34201.117864772,1,4650633,14,33600000,-1,null
34201.117864772,1,8686809,8,33526800,1,UBSS
34201.117864772,1,6146617,3,33600000,-1,null
34201.117864772,1,6753213,10,33520000,1,null
34201.117864772,1,6306305,3,33600000,-1,null
